Term,NES_ciao,FDR_q_val_ciao,NES_necs_cent_cont,FDR_q_val_necs_cent_cont
HALLMARK_ALLOGRAFT_REJECTION,1.3737213615264456,0.1769469247863717,1.4812612082547019,0.1278732474838483
HALLMARK_ANGIOGENESIS,1.8978983041115813,0.001316908557162062,1.5250919500774234,0.15263921241155015
HALLMARK_APICAL_JUNCTION,1.4893179011812105,0.08116945470507982,1.0542877215397806,0.6434270888113276
HALLMARK_APICAL_SURFACE,1.2050654537524208,0.371477955499465,1.1633354394071886,0.4998681492550433
HALLMARK_APOPTOSIS,1.180519909910451,0.37926966446267385,1.2425347190046034,0.3751397862064587
HALLMARK_COAGULATION,2.1890542071642707,0.0,1.1369706613167971,0.4869991784684354
HALLMARK_COMPLEMENT,1.1815113745894863,0.3965280976591662,1.3659840206062765,0.21430141080297105
HALLMARK_DNA_REPAIR,0.6625641665670117,0.951438996954649,1.3583269891031975,0.21173539245881356
HALLMARK_E2F_TARGETS,1.1430626801781445,0.4167117691219861,1.1402216018625666,0.49790708917505383
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,2.2248853392357315,0.0,1.4301243174835185,0.1679284050454885
HALLMARK_ESTROGEN_RESPONSE_EARLY,1.8102248697542367,0.006913769925100826,1.43779669573469,0.17776619723615722
HALLMARK_ESTROGEN_RESPONSE_LATE,1.4017489621518426,0.1562182775933496,1.247664875391176,0.38299539039454394
HALLMARK_G2M_CHECKPOINT,1.658036856535119,0.03259348678976104,1.1554650520387488,0.49892321891618685
HALLMARK_HEDGEHOG_SIGNALING,1.6220502692747762,0.03541543369796545,1.150391054488858,0.49161282761247604
HALLMARK_HEME_METABOLISM,0.7281523103259314,0.948900397493355,1.0052148803947647,0.6602671658036044
HALLMARK_HYPOXIA,1.093176817620025,0.4801366292628056,1.2575008292417813,0.38033446138970683
HALLMARK_IL2_STAT5_SIGNALING,1.0120581611902435,0.5732785144017276,1.32580242740484,0.24078583043994198
HALLMARK_IL6_JAK_STAT3_SIGNALING,1.6162226083216078,0.0333342478531647,1.6780082412528647,0.05155364127807322
HALLMARK_INFLAMMATORY_RESPONSE,1.3227998106656025,0.21577546709100384,1.378922634033959,0.2051118134272004
HALLMARK_INTERFERON_ALPHA_RESPONSE,1.281385312944176,0.2496510030937668,1.489130021559682,0.1427328264404694
HALLMARK_INTERFERON_GAMMA_RESPONSE,1.041006647339063,0.5755812230788225,1.668038144164439,0.02779853206170615
HALLMARK_KRAS_SIGNALING_DN,1.5328946241387904,0.06935718401053527,0.8600426769327348,0.806046482211405
HALLMARK_KRAS_SIGNALING_UP,1.6513685173699277,0.02897198825756537,1.333302938210777,0.24274977867910666
HALLMARK_MITOTIC_SPINDLE,1.0310604750151537,0.575172474922811,0.657469353991012,0.9562919663829433
HALLMARK_MYC_TARGETS_V1,0.8878853243183533,0.7409462536695108,1.5095621098861234,0.1402562299476992
HALLMARK_MYC_TARGETS_V2,0.8953645370088291,0.7487262361284304,1.0502966844168566,0.6117307466012989
HALLMARK_MYOGENESIS,1.515053197805549,0.07111306208675135,0.9089844760775143,0.8030292411692665
HALLMARK_P53_PATHWAY,0.9627836171835207,0.6552414758079547,0.9508715576769601,0.7396655874439023
HALLMARK_PANCREAS_BETA_CELLS,1.1270937225631288,0.43037144216994083,1.0433532260979623,0.609135333802136
HALLMARK_SPERMATOGENESIS,0.6805995800772402,0.9670247665034902,0.5471688885741133,0.9859798707862699
HALLMARK_TNFA_SIGNALING_VIA_NFKB,1.3242047119041649,0.2285071508918528,1.0639828097992454,0.6417489687388162
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1.1664809872027355,0.3879706674296375,1.0392279139944942,0.6009996683753991
HALLMARK_UV_RESPONSE_UP,0.9577279541257321,0.6445279705890422,0.8671987497536657,0.8568598241527433
HALLMARK_XENOBIOTIC_METABOLISM,1.2894267292036208,0.2509328102279898,1.3979536189668185,0.20891018034251893
